2014,1,The Fault in Our Stars (trade paperback),John Green
1923,7,The Mine with the Iron Door,Harold Bell Wright
1922,7,This Freedom,A. S. M. Hutchinson
1921,7,A Poor Wise Man,Mary Roberts Rinehart
1920,7,The Portygee,Joseph C. Lincoln
1919,7,Dawn,Eleanor H. Porter
1918,7,The Major,Ralph Connor
1917,7,In the Wilderness,Robert S. Hichens
1916,7,Bars of Iron,Ethel M. Dell
1915,7,Felix O'Day,F. Hopkinson Smith
1914,7,Penrod,Booth Tarkington
1913,7,The Woman Thou Gavest Me,Hall Caine
1912,7,The Just and the Unjust,Vaughan Kester
1911,7,The Long Roll,Mary Johnston
1910,7,Lord Loveland Discovers America,C.N. Williamson and A.M. Williamson
1909,7,54-40 or Fight,Emerson Hough
1908,7,Lewis Rand,Mary Johnston
1907,7,The Daughter of Anderson Crow,George Barr McCutcheon
1906,7,The Awakening of Helena Richie,Margaret Deland
1905,7,The Maquerader,Katherine Cecil Thurston
1904,7,The Little Shepherd of Kingdom Come ,John Fox Jr
1903,7,The Mettle of the Pasture,James Lane Allen
1902,7,The Hound of the Baskervilles,Arthur Conan Doyle
1901,7,The Puppet Crown,Harold MacGrath
1900,7,The Redemption of David Corson,Charles Frederic Goss
1899,7,Janice Meredith,Paul Leicester Ford
1898,7,The Day's Work,Rudyard Kipling
1897,7,Margaret Ogilvy,J. M. Barrie
1896,7,Kate Carnegie,Ian Maclaren
1895,7,The Master,Israel Zangwill
2014,8,The Fault in Our Stars (movie tie-in),John Green
2013,8,Sycamore Row,John Grisham
2012,8,Fifty Shades trilogy box set,E.L. James
2011,8,Micro,Michael Crichton
2010,8,Freedom,Jonathan Franzen
2009,8,The Host,Stephenie Meyer
2008,8,Scarpetta,Patricia Cornwell
2007,8,The Quickie,James Patterson and Michael Ledwidge
2006,8,Cell,Stephen King
2005,8,The Historian,Elizabeth Kostova
2004,8,Trace,Patricia Cornwell
2003,8,The Big Bad Wolf,James Patterson
2002,8,Four Blind Mice,James Patterson
2001,8,Valhalla Rising,Clive Cussler
2000,8,Roses Are Red,James Patterson
1999,8,The Girl Who Loved Tom Gordon,Stephen King
1998,8,Point of Origin,Patricia Cornwell
1997,8,Pretend You Don't See Her,Mary Higgins Clark
1996,8,Primary Colors,Anonymous
1995,8,"L"is for Lawless ",Sue Grafton
1994,8,Accident,Danielle Steel
1993,8,Pleading Guilty,Scott Turow
1992,8,Mexico,James A. Michener
1991,8,Night Over Water,Ken Follett
1990,8,Lady Boss,Jackie Collins
1989,8,The Pillars of the Earth,Ken Follett
1988,8,To Be the Best,Barbara Taylor Bradford
1987,8,Fine Things,Danielle Steel
1986,8,Last of the Breed,Louis L'Amour
1985,8,Lucky,Jackie Collins
1984,8,Full Circle,Danielle Steel
1983,8,White Gold Wielder,Stephen R. Donaldson
1982,8,North and South,John Jakes
1981,8,The Third Deadly Sin,Lawrence Sanders
1980,8,The Devil's Alternative,Frederick Forsyth
1979,8,The Establishment,Howard Fast
1978,8,The Holcroft Covenant,Robert Ludlum
1977,8,How to Save Your Own Life,Erica Jong
1976,8,The Lonely Lady,Harold Robbins
1975,8,The Great Train Robbery,Michael Crichton
1974,8,I Heard the Owl Call My Name,Margaret Craven
1973,8,The Matlock Paper,Robert Ludlum
1972,8,Two from Galilee,Marjorie Holmes
1971,8,The Drifters,James A. Michener
1970,8,The Secret Woman,Victoria Holt
1969,8,The Promise,Chaim Potok
1968,8,Vanished,Fletcher Knebel
1967,8,The Plot,Irving Wallace
1966,8,Tai-Pan,James Clavell
1965,8,Hotel,Arthur Hailey
1964,8,You Only Live Twice,Ian Fleming
1963,8,The Glass-Blowers,Daphne du Maurier
1962,8,The Prize,Irving Wallace
1961,8,The Edge of Sadness,Edwin O'Connor
1960,8,The Listener,Taylor Caldwell
1959,8,Lolita,Vladimir Nabokov
1958,8,The Winthrop Woman,Anya Seton
1957,8,On the Beach,Nevil Shute
1956,8,The Tribe That Lost Its Head,Nicholas Monsarrat
1955,8,No Time for Sergeants,Mac Hyman
1954,8,The View from Pompey's Head,Hamilton Basso
1953,8,Time and Time Again,James Hilton
1952,8,The Gown of Glory,Agnes Sligh Turnbull
1951,8,Return to Paradise,James A. Michener
1950,8,Jubilee Trail,Gwen Bristow
1949,8,Cutlass Empire,Van Wyck Mason
1948,8,Shannon's Way,A. J. Cronin
1947,8,Kingsblood Royal,Sinclair Lewis
1946,8,The Black Rose,Thomas B. Costain
1945,8,Captain from Castile,Samuel Shellabarger
1944,8,Green Dolphin Street,Elizabeth Goudge
1943,8,Hungry Hill,Daphne du Maurier
1942,8,The Sun Is My Undoing,Marguerite Steen
1941,8,Mr. and Mrs. Cugat,Isabel Scott Rorick
1940,8,The Grapes of Wrath,John Steinbeck
1939,8,The Tree of Liberty,Elizabeth Page
1938,8,And Tell of Time,Laura Krey
1937,8,Of Mice and Men,John Steinbeck
1936,8,The Thinking Reed,Rebecca West
1935,8,Lost Horizon,James Hilton
1934,8,Mary Peters,Mary Ellen Chase
1933,8,Miss Bishop,Bess Streeter Aldrich
1932,8,Magnificent Obsession,Lloyd C. Douglas
1931,8,Back Street,Fannie Hurst
1930,8,Chances,A. Hamilton Gibbs
1929,8,The Galaxy,Susan Ertz
1928,8,All Kneeling,Anne Parrish
1927,8,Tomorrow Morning,Anne Parrish
1926,8,Show Boat,Edna Ferber
1925,8,The Perennial Bachelor,Anne Parrish
1924,8,The Coast of Folly,Conings
1923,8,Wanderer of the Wasteland,Zane Grey
1922,8,Maria Chapdelaine,Louis Hémon
1921,8,Her Father's Daughter,Gene Stratton-Porter
1920,8,The Great Impersonation,E. Phillips Oppenheim
1919,8,The Tin Soldier,Temple Bailey
1918,8,The Pawns Count,E. Phillips Oppenheim
1917,8,His Family,Ernest Poole
1916,8,Nan of Music Mountain,Frank H. Spearman
1915,8,The Harbor,Ernest Poole
1914,8,Diane of the Green Van,Leona Dalrymple
1913,8,Pollyanna,Eleanor H. Porter
1912,8,The Net,Rex Beach
1911,8,Molly Make-Believe,Eleanor Hallowell Abbott
1910,8,The Window at the White Cat,Mary Roberts Rinehart
1909,8,The Goose Girl,Harold MacGrath
1908,8,The Black Bag,Louis Joseph Vance
1907,8,The Younger Set,Robert W. Chambers
1906,8,The Spoilers,Rex Beach
1905,8,The House of Mirth,Edith Wharton
1904,8,Rebecca of Sunnybrook Farm,Kate Douglas Wiggin
1903,8,Letters of a Self-Made Merchant to His Son,George Horace Lorimer
1902,8,The Two Vanrevels,Booth Tarkington
1901,8,The Life and Death of Richard Yea-and-Nay,Maurice Hewlett
1900,8,Richard Carvel,Winston Churchill
1899,8,Mr. Dooley in Peace and War,Finley Peter Dunne
1898,8,Shrewsbury,Stanley J. Weyman
1897,8,Sentimental Tommy,J. M. Barrie
1896,8,The Red Badge of Courage,Stephen Crane
1895,8,The Prisoner of Zenda,Anthony Hope
2014,9,The Fault in Our Stars (hardcover),John Green
2013,9,Diary of a Wimpy Kid: The Third Wheel,Jeff Kinney
2012,9,The Mark of Athena,Rick Riordan
2011,9,Dead Reckoning,Charlaine Harris
2010,9,Port Mortuary,Patricia Cornwell
2009,9,Under the Dome,Stephen King
2008,9,Your Heart Belongs to Me,Dean Koontz
2007,9,The 6th Target,James Patterson and Maxine Paetro
2006,9,Beach Road,James Patterson and Peter De Jonge
2005,9,The Mermaid Chair,Sue Monk Kidd
2004,9,The Rule of Four,Ian Caldwell and Dustin Thomason
2003,9,Blow Fly,Patricia Cornwell
2002,9,Everything's Eventual: 14 Dark Tales,Stephen King
2001,9,A Day Late and a Dollar Short,Terry McMillan
2000,9,Cradle and All,James Patterson
1999,9,Irresistible Forces,Danielle Steel
1998,9,Paradise,Toni Morrison
1997,9,Cat and Mouse,James Patterson
1996,9,Cause of Death,Patricia Cornwell
1995,9,Politically Correct Holiday Stories,James Finn Garner
1994,9,Disclosure,Michael Crichton
1993,9,Like Water for Chocolate,Laura Esquivel
1992,9,Waiting to Exhale,Terry McMillan
1991,9,Remember,Barbara Taylor Bradford
1990,9,The Witching Hour,Anne Rice
1989,9,California Gold,John Jakes
1988,9,One,Richard Bach
1987,9,Heaven and Hell,John Jakes
1986,9,The Prince of Tides,Pat Conroy
1985,9,Family Album,Danielle Steel
1984,9,The Life and Hard Times of Heidi Abromowitz,Joan Rivers
1983,9,Hollywood Wives,Jackie Collins
1982,9,2010: Odyssey Two,Arthur C. Clarke
1981,9,The Glitter Dome,Joseph Wambaugh
1980,9,The Fifth Horseman,Larry Collins and Dominique Lapierre
1979,9,The Third World War: August 1985,John Hackett
1978,9,Second Generation,Howard Fast
1977,9,Delta of Venus,Anaïs Nin
1976,9,Touch Not the Cat,Mary Stewart
1975,9,Shōgun,James Clavell
1974,9,The Seven-Per-Cent Solution,Nicholas Meyer
1973,9,The Billion Dollar Sure Thing,Paul E. Erdman
1972,9,My Name is Asher Lev,Chaim Potok
1971,9,The Other,Tom Tryon
1970,9,Travels with My Aunt,Graham Greene
1969,9,The Pretenders,Gwen Davis
1968,9,Christy,Catherine Marshall
1967,9,The Gabriel Hounds,Mary Stewart
1966,9,The Embezzler,Louis Auchincloss
1965,9,The Ambassador,Morris West
1964,9,This Rough Magic,Mary Stewart
1963,9,The Sand Pebbles,Richard McKenna
1962,9,The Agony and the Ecstasy,Irving Stone
1961,9,The Winter of Our Discontent,John Steinbeck
1960,9,Trustee from the Toolroom,Nevil Shute
1959,9,Mrs. 'Arris Goes to Paris,Paul Gallico
1958,9,The Enemy Camp,Jerome Weidman
1957,9,Below the Salt,Thomas B. Costain
1956,9,The Mandarins,Simone de Beauvoir
1955,9,The Tontine,Thomas B. Costain
1954,9,"Never Victorious, Never Defeated ",Taylor Caldwell
1953,9,Lord Vanity,Samuel Shellabarger
1952,9,The Saracen Blade,Frank Yer
1951,9,The Foundling,Cardinal Spellman
1950,9,The Adventurer,Mika Waltari
1949,9,Pride's Castle,Frank Yer
1948,9,Pilgrim's Inn,Elizabeth Goudge
1947,9,"East Side, West Side ",Marcia Davenport
1946,9,B.F.'s Daughter,John P. Marquand
1945,9,Earth and High Heaven,Gwethalyn Graham
1944,9,A Bell for Adano,John Hersey
1943,9,The Forest and the Fort,Hervey Allen
1942,9,King's Row,Henry Bellamann
1941,9,Saratoga Trunk,Edna Ferber
1940,9,Night in Bombay,Louis Bromfield
1939,9,The Nazarene,Sholem Asch
1938,9,The Mortal Storm,Phyllis Bottome
1937,9,The Rains Came,Louis Bromfield
1936,9,The Doctor,Mary Roberts Rinehart
1935,9,Come and Get It,Edna Ferber
1934,9,Oil for the Lamps of China,Alice Tisdale Hobart
1933,9,The Farm,Louis Bromfield
1932,9,Inheritance,Phyllis Bentley
1931,9,Finch's Fortune,Mazo de la Roche
1930,9,Young Man of Manhattan,Katharine Brush
1929,9,Scarlet Sister Mary,Julia Peterkin
1928,9,Jalna,Mazo de la Roche
1927,9,The Old Countess,Anne Douglas Sedgwick
1926,9,After Noon,Susan Ertz
1925,9,The Carolinian,Rafael Sabatini
1924,9,Mistress Wilding,Rafael Sabatini
1923,9,The Sea Hawk,Rafael Sabatini
1922,9,To the Last Man,Zane Grey
1921,9,The Sisters-in-Law,Gertrude Atherton
1920,9,The Lamp in the Desert,Ethel M. Dell
1919,9,Christopher and Columbus,Elizabeth von Arnim
1918,9,A Daughter of the Land,Gene Stratton Porter
1917,9,The Definite Object,Jeffrey Farnol
1916,9,Dear Enemy,Jean Webster
1915,9,The Lone Star Ranger,Zane Grey
1914,9,The Devil's Garden,W. B. Maxwell
1913,9,The Valiants of Virginia,Hallie Erminie Rives
1912,9,Tante,Anne Douglas Sedgwick
1911,9,The Rosary,Florence L. Barclay
1910,9,Molly Make-Believe,Eleanor Hallowell Abbott
1909,9,Peter,F. Hopkinson Smith
1908,9,The Man from Brodney's,George Barr McCutcheon
1907,9,The Doctor,Ralph Connor
1906,9,The House of Mirth,Edith Wharton
1905,9,The Princess Passes,C.N. Williamson and A.M. Williamson
1904,9,My Friend Prospero,Henry Harland
1903,9,The One Woman ,Thomas Dixon Jr
1902,9,The Blue Flower,Henry van Dyke
1901,9,Graustark,George Barr McCutcheon
1900,9,When Knighthood Was in Flower,Charles Major
1899,9,No. 5 John Street,Richard Whiteing
1898,9,Simon Dale,Anthony Hope
1897,9,Pursuit of the House-Boat,John Kendrick Bangs
1896,9,Sentimental Tommy,J. M. Barrie
1895,9,Degeneration,Max Nordau
2014,10,Frozen,Victoria Saxon[6]
2013,10,"Happy, Happy, Happy ",Phil Robertson [5]
2012,10,Gone Girl,Gillian Flynn[4]
2011,10,Locked On,Tom Clancy and Mark Greaney [3]
2010,10,"Full Dark, No Stars ",Stephen King [2]
2009,10,Pirate Latitudes,Michael Crichton
2008,10,Plum Lucky,Janet Evanovich
2007,10,The Darkest Evening of the Year,Dean Koontz
2006,10,The 5th Horseman,James Patterson and Maxine Paetro
2005,10,Eleven on Top,Janet Evanovich
2004,10,The Da Vinci Code: Special Illustrated Collector's Edition,Dan Brown
2003,10,The Lovely Bones,Alice Sebold
2002,10,The Nanny Diaries,Emma McLaughlin and Nicola Kraus
2001,10,Violets Are Blue,James Patterson
2000,10,The House on Hope Street,Danielle Steel
1999,10,Tara Road,Maeve Binchy
1998,10,You Belong To Me,Mary Higgins Clark
1997,10,Hornet's Nest,Patricia Cornwell
1996,10,The Tenth Insight,James Redfield
1995,10,The Horse Whisperer,Nicholas Evans
1994,10,Remember Me,Mary Higgins Clark
1993,10,The Scorpio Illusion,Robert Ludlum
1992,10,All Around the Town,Mary Higgins Clark
1991,10,"Loves Music, Loves to Dance ",Mary Higgins Clark
1990,10,September,Rosamunde Pilcher
1989,10,While My Pretty One Sleeps,Mary Higgins Clark
1988,10,Mitla Pass,Leon Uris
1987,10,The Eyes of the Dragon,Stephen King
1986,10,A Perfect Spy,John le Carré
1985,10,The Class,Erich Segal
1984,10,Lincoln,Gore Vidal
1983,10,The Lonesome Gods,Louis L'Amour
1982,10,The Man from St. Petersburg,Ken Follett
1981,10,No Time for Tears,Cynthia Freeman
1980,10,The Spike,Arnaud de Borchgrave and Robert Moss
1979,10,Smiley's People,John le Carré
1978,10,Eye of the Needle,Ken Follett
1977,10,Daniel Martin,John Fowles
1976,10,A Stranger in the Mirror,Sidney Sheldon
1975,10,Humboldt's Gift,Saul Bellow
1974,10,The Fan Club,Irving Wallace
1973,10,The Honorary Consul,Graham Greene
1972,10,Semi-Tough,Dan Jenkins
1971,10,Rabbit Redux,John Updike
1970,10,"Rich Man, Poor Man ",Irwin Shaw
1969,10,The House on the Strand,Daphne du Maurier
1968,10,The Tower of Babel,Morris L. West
1967,10,The Exhibitionist,Henry Sutton
1966,10,All in the Family,Edwin O'Connor
1965,10,Don't Stop the Carnival,Herman Wouk
1964,10,Convention,Fletcher Knebel and Charles W. Bailey II
1963,10,The Battle of the Villa Fiorita,Rumer Godden
1962,10,The Reivers,William Faulkner
1960,10,Sermons and Soda-Water,John O'Hara
1959,10,Poor No More,Robert Ruark
1958,10,Victorine,Frances Parkinson Keyes
1957,10,Atlas Shrugged,Ayn Rand
1956,10,Boon Island,Kenneth Roberts
1955,10,Ten North Frederick,John O'Hara
1954,10,Benton's Row,Frank Yer
1953,10,The Unconquered,Ben Ames Williams
1952,10,The Houses in Between,Howard Spring
1951,10,The Wanderer,Mika Waltari
1950,10,The Disenchanted,Budd Schulberg
1949,10,Father of the Bride,Edward Streeter
1948,10,The Young Lions,Irwin Shaw
1947,10,Prince of Foxes,Samuel Shellabarger
1946,10,The Snake Pit,Mary Jane Ward
1945,10,Immortal Wife,Irving Stone
1944,10,The Apostle,Sholem Asch
1943,10,The Song of Bernadette,Franz Werfel
1942,10,The Keys of the Kingdom,A. J. Cronin
1941,10,Windswept,Mary Ellen Chase
1940,10,The Family,Nina Fedorova
1939,10,Kitty Foyle,Christopher Morley
1938,10,Action at Aquila,Hervey Allen
1937,10,We Are Not Alone,James Hilton
1936,10,Eyeless in Gaza,Aldous Huxley
1935,10,Europa,Robert Briffault
1934,10,Seven Gothic Tales,Isak Dinesen
1933,10,"Little Man, What Now? ",Hans Fallada
1932,10,Three Loves,A. J. Cronin
1931,10,Maid in Waiting,John Galsworthy
1930,10,Twenty-Four Hours,Louis Bromfield
1929,10,Joseph and His Brethren,H. W. Freeman
1928,10,The Strange Case of Miss Annie Spragg,Louis Bromfield
1927,10,A Good Woman,Louis Bromfield
1926,10,The Blue Window,Temple Bailey
1925,10,One Increasing Purpose,A. S. M. Hutchinson
1924,10,The Homemaker,Dorothy Canfield Fisher
1923,10,The Breaking Point,Mary Roberts Rinehart
1922,10,Babbitt,Sinclair Lewis
1921,10,The Kingdom Round the Corner,Conings
1920,10,Harriet and the Piper,Kathleen Norris
1919,10,In Secret,Robert W. Chambers
1918,10,Sonia,Stephen McKenna
1917,10,The Hundredth Chance,Ethel M. Dell
1916,10,The Heart of Rachael,Kathleen Norris
1915,10,Angela's Business,Henry Sydnor Harrison
1914,10,The Prince of Graustark,George Barr McCutcheon
1913,10,T. Tembarom,Frances Hodgson Burnett
1912,10,Fran,J. Breckenridge Ellis
1911,10,The Common Law,Robert W. Chambers
1910,10,When a Man Marries,Mary Roberts Rinehart
1909,10,Septimus,William J. Locke
1908,10,The Weavers,Gilbert Parker
1907,10,Half a Rogue,Harold MacGrath
1906,10,The Wheel of Life,Ellen Glasgow
1905,10,Rose o' the River,Kate Douglas Wiggin
1904,10,The Silent Places,Stewart Edward White
1903,10,The Little Shepherd of Kingdom Come ,John Fox Jr
1902,10,Sir Richard Calmady,Lucas Malet
1901,10,D'ri and I,Irving Bacheller
1900,10,Alice of Old Vincennes,Maurice Thompson
1899,10,The Market Place,Harold Frederic
1898,10,(tie) The Adventures of François,Silas Weir Mitchell
1897,10,The Honorable Peter Stirling,Paul Leicester Ford
1896,10,Beside the Bonnie Brier Bush,Ian Maclaren
1895,10,My Lady Nobody,Maarten Maartens
2001,11,Blindsighted,Karin Slaughter
1960,11,To Kill a Mockingbird,Harper Lee
1952,11,The Catcher in the Rye,J.D. Salinger
1922,11,Helen of the Old House,Harold Bell Wright
1898,11,The Battle of the Strong,Gilbert Parker